,phishing_previsto,pontuacao_phishing,tipo,breve_razao,raciocinio
149,1,9,URL,A mensagem usa táticas de intimidação e de venda de produto para fazer o usuário clicar no link.,"A mensagem aborda um problema médico sensível com linguagem apelativa, prometendo uma solução rápida com 'Extra-time'. Os links suspeitos podem levar a sites perigosos."
150,1,8,Email,"A mensagem contém múltiplos indicadores de phishing, incluindo senso de urgência, formatação suspeita e links disfarçados.","A mensagem apresenta urgência com prazo final, formatação inconsistente e links sem informações de destino, sugerindo tentativa de phishing."
151,1,9,Email,Texto sem sentido com nome de marca e oferta suspeita.,"A mensagem contém frases aleatórias e sem sentido, ofertas de desconto exageradas e erros de ortografia, características de phishing."
152,1,8,Email,Email com caracteristicas de promoção enganosa e tecnica de urgência para capturar informação.,"O email usa linguagem de marketing agressiva, promessas exageradas e senso de urgência para levar o leitor a clicar no link."
153,1,8,SMS,A mensagem usa a promessa de um 'brinde' para induzir uma chamada para um número suspeito.,A mensagem apresenta uma oferta vaga de 'brinde' e usa um senso de urgência para pressionar o destinatário a ligar para um número que pode ser premium.
154,1,9,SMS,A mensagem usa uma técnica de recompensa falsa para criar um senso de urgência e induzir uma chamada para um número suspeito.,"A mensagem SMS usa uma linguagem típica de phishing, como 'WINNER!', 'recompensa', e 'tempo limitado' para criar urgência e um senso de legitimidade."
155,1,9,SMS,Mensagem de texto suspeita com promessa de premiação e senso de urgência.,"A mensagem usa linguagem típica de phishing com premiação exagerada, senso de urgência e número de telefone suspeito."
156,1,9,Email,Email de loteria falsa com táticas de engenharia social.,"O email usa uma falsa vitoria em loteria para induzir o contato. Apresenta gramática ruim, informações de contato falsas e um senso de urgência."
157,1,8,Email,Email com caracteristicas de promoção de ações tipo pump and dump.,"A mensagem promove fortemente a ação PGPU, com previsões de preço otimistas e urgência na decisão, indicando um possível esquema pump and dump."
158,1,8,Email,Email de promoção suspeito com tática de venda de edição limitada e oferta gratuita.,"O email usa linguagem de venda de edição limitada, oferta gratuita para pressionar o usuário a visitar o site suspeito."
159,1,9,SMS,"A mensagem usa táticas de urgência,  induzindo o usuário a ligar para um número suspeito.","A mensagem apresenta diversas características de phishing como senso de urgência,  prêmio falso e número de telefone suspeito."
160,1,8,Email,Email suspeito oferecendo serviços de impressão com domínio de email e pagamento incomuns.,"O email usa linguagem de marketing, mas o domínio de email gratuito e os métodos de pagamento levantam bandeiras vermelhas. A falta de detalhes de contato e erros de digitação aumentam a suspeita."
161,1,9,Email,"O email contém linguagem sem sentido e aleatória, além de alegações de grande economia e alcance mundial, o que é característico de phishing.","O email usa linguagem sem sentido, faz alegações exageradas (50% de desconto, mais de 5 milhões de clientes) e contém erros gramaticais, indicando alta probabilidade de phishing."
162,1,8,SMS,"A mensagem SMS usa táticas de engenharia social para criar um senso de urgência, e fornece um link suspeito que pode levar a um site fraudulento.","A mensagem não se dirige ao usuário pelo nome, cria um senso de urgência e fornece um link encurtado que pode ser usado para esconder um site fraudulento."
163,0,0,Outros,Texto sem sentido.,O texto fornecido parece ser um trecho aleatório de frases sem significado coerente ou intenção maliciosa.
164,1,8,SMS,A mensagem usa a promessa de recompensas para levar os usuários a enviar mensagens de texto para um número curto.,"A mensagem oferece recompensas vagas ('um celular novo', 'outras coisas boas') e usa linguagem que cria um senso de urgência, táticas comuns em phishing por SMS."
165,1,9,Email,Email de ações com bomba e despejo com táticas de engenharia social.,"O email usa linguagem incentivadora, alegações de crescimento irrealistas, e táticas de urgência para promover ações da MNEI."
166,1,8,SMS,A mensagem SMS usa um link encurtado suspeito para uma oferta.,A mensagem pede para o usuário clicar em um link encurtado que pode levar a um site de phishing. A mensagem também cria uma sensação de urgência.
167,1,9,Email,"Linguagem promocional, menção de ações com centavos, aviso de isenção de responsabilidade.","O email usa linguagem promocional exagerada, foca em ações com centavos, e inclui um aviso de isenção de responsabilidade suspeito. Isso sugere uma tentativa de manipular o leitor para que faça um investimento arriscado."
168,1,9,SMS,"Linguagem sugestiva, conteúdo adulto e endereço suspeito indicam alta probabilidade de phishing.",A mensagem usa linguagem sugestiva inapropriada para comunicação legítima e fornece um endereço suspeito.
169,1,9,Email,Email usa táticas de medo para coagir o usuário a clicar num link suspeito.,"O email usa linguagem alarmista, com tom de urgência e ameaças exageradas para pressionar o usuário a baixar um software. O link para download também é suspeito."
170,1,9,Email,Email com caracteristicas de promoção de ações com pump and dump.,"A mensagem promove ações da empresa 'Emerson Oil and Gas' com linguagem exagerada, promessas de alta rentabilidade e senso de urgência, táticas comuns em golpes de pump and dump."
171,1,8,SMS,Linguagem sensacionalista e URL suspeita,A mensagem usa linguagem sensacionalista e fornece uma URL suspeita que não parece estar relacionada a uma farmácia.
172,1,9,Email,"A mensagem apresenta várias características de phishing, incluindo gramática ruim, senso de urgência, oferta financeira tentadora e um URL suspeito.","A mensagem usa uma oferta de empréstimo muito generosa para atrair a vítima a clicar no link, que pode levar a um site fraudulento."
173,0,0,Outro,O texto fornecido não contém indicadores de phishing.,O texto parece ser uma coleção de palavras aleatórias sem significado coerente ou intenção maliciosa.
174,1,9,Email,"A mensagem apresenta várias características de phishing, incluindo falsas promessas de prestígio, senso de urgência e um link suspeito.","O email usa táticas de engenharia social como falsa exclusividade, promessa de reconhecimento e um presente gratuito para induzir o clique num link suspeito."
175,1,9,Email,"Linguagem promocional e alegações exageradas, senso de urgência para clicar em um link suspeito.",O email usa táticas comuns de phishing como alegações exageradas e senso de urgência para levar o usuário a clicar no link.
176,1,8,SMS,A mensagem usa um senso de urgência para pressionar o usuário a visitar o site ou ligar para o número.,A mensagem SMS usa um código de desconto falso e um senso de urgência para induzir interações que podem ser prejudiciais.
177,1,9,SMS,"A mensagem usa linguagem informal, promoções suspeitas e um numero de telefone premium para enganar usuários.","A mensagem apresenta muitas caracteristicas de phishing como linguagem informal '4 Ur', ofertas vagas, números curtos, URL suspeita e um endereço incompleto. "
178,1,8,Email,Email suspeito de marketing com táticas de pressão e link suspeito.,"O email usa táticas de pressão, linguagem de marketing agressiva e um link suspeito para levar os usuários a visitar seu site."
179,1,9,Email,Email oferece lista de emails com táticas de venda agressivas e informações de contato suspeitas.,"O email usa táticas de venda agressivas, oferece lista de emails com preços suspeitos e  informações de contato não confiáveis."
180,1,9,Email,Conteúdo suspeito e táticas de camuflagem.,"A mensagem contém caracteres especiais aleatórios e uma falsa declaração de segurança para parecer legítima, mas visa camuflar seu objetivo malicioso."
181,0,0,Não aplicável,O texto fornecido não contém indicadores de phishing e parece ser uma coleção aleatória de frases.,O texto parece ser uma colagem aleatória de frases sem nenhuma estrutura coerente ou intento malicioso discernível.
182,1,8,Email,"O email usa táticas de engenharia social, como um tom urgente e oferece uma oportunidade de financiamento governamental que parece boa demais para ser verdade.","O email sobre financiamento governamental usa um endereço de email não oficial, linguagem não profissional, um tom urgente e um método de cancelamento de inscrição suspeito."
183,1,9,Email,"Táticas de pressão, gramática e formatação ruins e solicitação de informações pessoais.","A mensagem exibe táticas de pressão, gramática e formatação ruins e solicita informações pessoais, o que são sinais reveladores de phishing."
184,0,0,URL,"O URL fornecido parece legítimo, sem indicadores óbvios de phishing.","A URL apresenta uma estrutura de domínio e caminho clara, sem caracteres ou elementos suspeitos."
185,1,8,URL,A URL fornecida parece suspeita e pode ser usada para phishing.,A URL não pertence a nenhuma organização conhecida e pode hospedar páginas de phishing para roubar credenciais.
186,0,0,URL,URL legítima.,A URL fornecida pertence ao site legítimo da Enciclopédia Britânica.
187,1,8,URL,A URL parece suspeita e pode ser uma tentativa de phishing disfarçada de um site popular.,A URL usa o nome 'sumotorrent' de forma suspeita e a estrutura da URL não parece confiável para um filme.
188,0,0,URL,URL legítima da Wikipedia.,"A URL fornecida leva a uma página da Wikipedia, um site legítimo e confiável."
189,1,8,URL,A URL parece suspeita e pode levar a um site de phishing.,"A URL usa um nome de domínio conhecido com uma combinação de números sem contexto, o que é uma tática comum usada em phishing."
190,0,0,URL,"A URL parece ser um link de pesquisa, não uma tentativa de phishing.",A URL fornecida é uma pesquisa por 'tommy joe ratliff' em um site chamado 'surchur.com'. Não há indicação de phishing.
191,0,0,URL,"O link fornecido é um link direto para um perfil no site imdb.com, sem nenhuma personalização ou informações adicionais que indiquem um ataque de phishing.",A URL é um link direto para um site conhecido (imdb.com) e não apresenta elementos suspeitos.
192,0,0,URL,"A URL fornecida pertence ao SodaHead.com, uma plataforma legítima de enquetes e fóruns online.",A URL em questão não apresenta elementos suspeitos e aponta para um site conhecido por hospedar conteúdo gerado por usuários.
193,0,0,URL,"A URL parece legítima, levando ao site oficial da Copa Vanier.","A URL pertence ao domínio 'cisport.ca', um site legítimo, e direciona para uma página de arquivos sobre a Copa Vanier."
194,1,8,URL,A URL parece suspeita e pode hospedar phishing ou malware.,O uso de subdomínios e uma estrutura de pasta suspeita sugerem um possível ataque de phishing.
195,0,0,URL,A URL fornecida não apresenta indícios imediatos de phishing.,"Sem mais contexto sobre o site 'gamecabinet.com' ou seu propósito, a URL parece benigna."
196,0,0,URL,A URL fornecida pertence ao domínio legítimo da Wikipédia.,"A URL leva para um artigo sobre o Bank of Africa hospedado na Wikipédia, um website confiável."
197,0,0,URL,"O link fornecido parece ser uma URL legítima para um site chamado askbiography.com, direcionando para uma página sobre 'Joie_Lee', mas uma análise mais profunda pode ser necessária para confirmar sua segurança.","A URL parece ser segura à primeira vista. Contudo, sem contexto adicional ou análise do site em si, não se pode garantir que seja um link legítimo."
198,0,0,URL,A URL parece ser legítima e pertence ao site hockeybuzz.com.,"A URL é um link direto para um blog post específico no site hockeybuzz.com, sem elementos suspeitos."
199,0,0,URL,O link fornecido é um link legítimo do YouTube.,"A URL é um link direto para um vídeo no YouTube, sem nenhum redirecionamento suspeito ou caracteres especiais."
200,0,0,URL,A URL parece legítima.,"A URL fornecida pertence ao domínio 'ietf.org', uma organização de padrões da Internet conhecida e confiável."
201,0,0,URL,"A URL fornecida é um link direto para uma página da Wikipédia, sem nenhum redirecionamento ou conteúdo suspeito.",Trata-se de um link legítimo para um artigo na Wikipédia sobre 'Ripcordz'.
202,0,0,URL,A URL parece ser um link legítimo para um obituário no site eagletribune.com.,"A URL é um link direto para uma página específica e não apresenta elementos suspeitos. No entanto, é recomendável verificar a legitimidade do site."
203,0,0,URL,"A URL fornecida parece ser um nome de domínio, mas sem contexto adicional não há como determinar se é ou não phishing.",Apenas uma URL foi fornecida sem mais contexto. Análise adicional é necessária para determinar a legitimidade.
204,1,8,URL,A URL parece suspeita e pode ser usada para phishing de credenciais.,"A URL usa um nome de domínio conhecido, mas o caminho e os parâmetros parecem genéricos, o que é suspeito."
205,0,0,URL,"A URL fornecida parece ser um link direto para um perfil de celebridade em tvguide.com, sem táticas suspeitas.","A URL pertence ao domínio 'tvguide.com', um site legítimo. Não apresenta elementos suspeitos ou tentativas de phishing."
206,0,0,URL,O link fornecido é um link legítimo para uma pergunta específica no site do Yahoo! Answers.,A URL fornecida leva a um domínio confiável (yahoo.com) e não apresenta nenhuma característica suspeita.
207,0,0,URL,"A URL fornecida é um link legítimo para um perfil no LinkedIn, sem táticas de phishing.","A URL leva ao domínio principal do LinkedIn (linkedin.com), indicando um perfil público. Sem indicadores de phishing."
208,1,8,URL,A URL parece suspeita e pode ser um ataque de phishing.,"A URL usa um nome de domínio não relacionado com a atividade sugerida, levantando suspeitas sobre suas intenções."
209,1,8,URL,"A URL parece suspeita e pode ser um caso de typosquatting, visando usuários desatentos.","A URL usa o nome de um domínio real 'shaparak.ir' mas pode ser uma tentativa de phishing por typosquatting, se passando por um site legítimo."
210,1,8,URL,A URL parece suspeita e pode ser usada para phishing.,A URL usa um nome de domínio conhecido 'auction.fr' mas o resto do caminho parece suspeito para uma venda de leilão.
211,0,0,URL,"A URL fornecida parece ser um endereço de site legítimo, sem táticas típicas de phishing.",A URL parece ser um endereço de site legítimo para informações sobre  'Chelsea Peretti' no site 'bentzenball.com'. Não apresenta elementos suspeitos.
212,1,8,URL,O formato da URL e nome de domínio suspeito sugerem um possível site de phishing.,"A estrutura da URL, especialmente a inclusão de 'places' e um número aleatório, levanta suspeitas. Sites com esse tipo de padrão podem ser usados para phishing ou outros fins maliciosos."
213,0,0,URL,O URL fornecido parece ser um artigo genuíno do Huffington Post.,A URL pertence a um domínio respeitável e não contém elementos suspeitos.
214,0,0,URL,"A URL parece legítima, sem tatíticas de phishing.",A URL apresenta um domínio legítimo e parece estar relacionada a informações sobre DNS.
215,0,0,Website (HTML),O código HTML fornecido é de um site benigno.,"O código HTML é de um site que oferece dicionário e tradução, sem indicadores de phishing."
216,0,0,WebSite (HTML),O código HTML fornecido representa um site educacional sobre biologia.,"O código fonte mostra um site educacional sobre biologia, sem indícios de atividades suspeitas."
217,0,0,WebSite (HTML),Página legítima da Central de Ajuda do Prodigy Game.,O HTML fornecido é uma página da Central de Ajuda do Prodigy Game que explica como redefinir uma senha esquecida. Não apresenta indícios de phishing.
218,0,0,WebSite (HTML),O texto fornecido é código HTML de um site com aparência legítima.,O código HTML é de um site que compara diferentes tópicos e não apresenta indícios de phishing.
219,0,0,WebSite (HTML),Página de login da Tesco Mobile,O HTML fornecido é a página de login da Tesco Mobile. Não há nada suspeito
220,0,0,WebSite (HTML),O código fornecido é o código fonte de um site legítimo e não contém nenhum conteúdo suspeito.,O código fornecido parece ser o código fonte de uma página da web legítima. Não foram encontrados indicadores de phishing.
221,0,0,WebSite (HTML),Página de verificação do Cloudflare,"A página contém elementos da Cloudflare, um serviço legítimo de segurança e performance web"
222,0,0,WebSite (HTML),"O código HTML fornecido parece ser um formulário da web legítimo para se candidatar a um cargo de oficial de escola secundária, sem táticas enganosas.",O código HTML representa um formulário da web para se tornar um oficial de escola secundária. Não foram encontradas táticas suspeitas. 
223,0,0,WebSite (HTML),"O código fonte fornecido pertence ao site legítimo do LOVOO, um aplicativo de namoro.","O código fonte pertence ao site do LOVOO, contendo metadados, scripts e links relacionados ao aplicativo."
224,0,0,WebSite (HTML),O código fonte fornecido é parte de um website e não contém nenhuma ameaça.,O código é um trecho HTML de um forum sobre história de supermercados. Não apresenta elementos suspeitos.
225,0,0,WebSite (HTML),O código HTML fornecido parece ser uma página da web legítima que define e explica o termo 'modem'.,"O HTML é um trecho de um site legítimo, um dicionário acadêmico. Não apresenta elementos suspeitos."
226,0,0,WebSite (HTML),Website legítimo com informações sobre a Ryanair.,"O HTML apresentado pertence ao site da SendMyBag, que fornece informações sobre franquias de bagagem da Ryanair."
227,0,0,WebSite (HTML),O texto fornecido é um código HTML de um site legítimo.,O código HTML é de um site do governo e não contém indicadores de phishing.
228,0,0,WebSite (HTML),O código fonte fornecido é HTML de um artigo sobre como remover senhas de login no Windows 10.,O código fonte fornecido é HTML de um artigo sobre como remover senhas de login no Windows 10. 
229,0,0,Website (HTML),O HTML fornecido é de um site de hospedagem de documentos.,O código é de um site que exibe um documento PDF e não apresenta indícios de phishing.
230,1,9,WebSite (HTML),Página web com formulário de login suspeito.,A página solicita credenciais de login sem contexto claro e possui um formulário que envia dados para um script PHP.
231,1,9,WebSite (HTML),O código HTML redireciona o usuário para um site suspeito usando uma query string codificada.,A tag meta refresh e o JavaScript disparam um redirecionamento para uma URL com múltiplos parâmetros suspeitos.
232,1,9,WebSite (HTML),Página de login falsa que imita o site do Halifax Bank.,A página solicita credenciais de login e contém código JavaScript que envia as informações para um arquivo PHP suspeito.
233,1,9,WebSite (HTML),A página HTML simula a página de login do Banco do Brasil para roubar credenciais.,"O HTML usa o nome do Banco do Brasil e tenta redirecionar (usando meta refresh) para 'WebappLogin.php', provavelmente uma página falsa."
234,1,8,WebSite (HTML),Página falsa de convite para grupo de WhatsApp com botão que leva para 'login.php',"A página simula um convite do WhatsApp, mas o botão 'Join Chat' leva para um arquivo 'login.php', o que é suspeito."
235,1,9,WebSite (HTML),Página HTML falsificada do Facebook com envio de dados para um domínio suspeito.,"A página simula o Facebook para roubar credenciais. Erros de design, domínio suspeito no formulário e links externos confirmam o ataque."
236,1,9,WebSite (HTML),Página web fraudulenta que se passa pela CaixaBank para roubar dados do cartão de crédito.,"A página simula um formulário da CaixaBank para capturar número do cartão, data de validade e CVV."
237,0,0,WebSite (HTML),Página estacionada pelo GoDaddy,"O código HTML mostra uma página padrão do GoDaddy para um domínio estacionado, sem táticas de phishing."
238,1,9,WebSite (HTML),Página de login falsa que imita um site legitimo para roubar credenciais.,A página solicita credenciais com logo de email genérico e usa linguagem vaga sobre atualização.
239,1,10,WebSite (HTML),A página web contém código JavaScript ofuscado que provavelmente está a carregar conteúdo malicioso.,"O código HTML usa variáveis com nomes suspeitos e strings codificadas em Base64, o que indica atividade de ofuscação frequentemente utilizada em ataques de phishing."
240,1,9,WebSite (HTML),Página de login DHL falsa com links suspeitos.,"A página simula um login DHL, usa um domínio não oficial e coleta informações sensíveis."
241,1,9,WebSite (HTML),Página web com código suspeito e link de formulário redirecionando para domínio diferente.,"A página simula um login da Telekom, mas o código possui funções suspeitas para capturar localização e o formulário envia dados para 'fbqd.com'."
242,0,0,WebSite (HTML),"Página de erro 403 Forbidden, frequentemente indicando um problema no servidor web.","O código HTML apresenta uma página de erro 403 Forbidden, o que não é um indicativo de phishing."
243,1,9,WebSite (HTML),Este HTML é um site de phishing que tenta se passar pelo OVH.,"O HTML imita um site OVH para roubar dados de cartão de crédito, com formulário de pagamento inseguro e links suspeitos."
244,1,9,WebSite (HTML),Página de login falsa do Facebook com envio de credenciais para um script PHP.,"A página simula a aparência do Facebook, mas o formulário envia dados para 'check.php', um indicador clássico de phishing. "
245,1,10,WebSite (HTML),Página web falsa de login do eBay projetada para roubar credenciais.,"A página imita o eBay, mas contém um formulário de login que envia dados para 'https://thietbihantbt.com/loign.php', um domínio não relacionado ao eBay."
246,1,8,WebSite (HTML),Página suspeita imitando o Cloudflare.,"A página usa um cronômetro, linguagem urgente e tenta imitar uma página legítima do Cloudflare para parecer confiável."
247,1,9,WebSite (HTML),"Página de login suspeita que imita o ISPsystem, tentando roubar credenciais.","A página simula uma página de login do ISPsystem, mas usa um domínio suspeito (mail.www-avilto.ru) para phishing de credenciais."
248,1,10,WebSite (HTML),O código HTML contem um script que redireciona para um dominio suspeito e usa codificação para esconder a intenção.,"O Javascript usa a função 'unescape' para decodificar uma string, que é uma técnica comum para esconder código malicioso e redirecionamentos."
249,1,9,WebSite (HTML),Página de login falsa que se passa pela Orange.,A página solicita credenciais sem contexto e usa o nome da Orange para parecer legítima. Links e formulários são suspeitos.
